id,location,date,total_cases,new_cases,total_deaths,new_deaths
78878,Cayman Islands,3/29/2021,,,,
78879,Central African Republic,3/29/2021,5088,0,64,0
78880,Chad,3/29/2021,4510,4,164,2
78881,Chile,3/29/2021,984484,7241,23070,316
78882,China,3/29/2021,101692,16,4841,0
78883,Colombia,3/29/2021,2389779,7049,63079,124
78884,Comoros,3/29/2021,3696,6,146,0
78885,Congo,3/29/2021,9681,0,135,0
78886,Costa Rica,3/29/2021,215178,0,2931,0
78887,Cote d'Ivoire,3/29/2021,43422,242,239,2
78888,Croatia,3/29/2021,267522,300,5911,18
78889,Cuba,3/29/2021,73204,701,417,2
78890,Curacao,3/29/2021,,,,
78891,Cyprus,3/29/2021,44991,360,254,2
78892,Czechia,3/29/2021,1516772,1743,26036,162
78893,Democratic Republic of Congo,3/29/2021,28012,82,739,0
78894,Denmark,3/29/2021,229384,679,2416,1
78895,Djibouti,3/29/2021,7610,249,68,1
78896,Dominica,3/29/2021,161,0,,
78897,Dominican Republic,3/29/2021,252182,199,3307,3
78898,Ecuador,3/29/2021,325124,642,16746,8
78899,Egypt,3/29/2021,200739,689,11914,32
78900,El Salvador,3/29/2021,64431,133,2003,3
78901,Equatorial Guinea,3/29/2021,6914,12,102,0
78902,Eritrea,3/29/2021,3251,43,9,0
78903,Estonia,3/29/2021,104214,584,879,11
78904,Eswatini,3/29/2021,17326,5,667,0
78905,Ethiopia,3/29/2021,202545,1982,2825,24
78906,Europe,3/29/2021,39387528,139257,907223,2962
78907,European Union,3/29/2021,26407342,100973,611171,2103
78908,Faeroe Islands,3/29/2021,,,,
78909,Falkland Islands,3/29/2021,,,,
78910,Fiji,3/29/2021,67,0,2,0
78911,Finland,3/29/2021,76425,422,822,5
78912,France,3/29/2021,4615295,9110,95114,360
78913,French Polynesia,3/29/2021,,,,
78914,Gabon,3/29/2021,19140,363,114,3
78915,Gambia,3/29/2021,5420,19,164,1
78916,Georgia,3/29/2021,280472,171,3765,14
78917,Germany,3/29/2021,2794949,10297,76139,180
78918,Ghana,3/29/2021,90287,0,740,0
78919,Gibraltar,3/29/2021,,,,
78920,Greece,3/29/2021,255755,1724,7945,65
78921,Greenland,3/29/2021,,,,
78922,Grenada,3/29/2021,155,0,1,0
78923,Guatemala,3/29/2021,193556,179,6809,7
78924,Guernsey,3/29/2021,,,,
78925,Guinea,3/29/2021,19773,103,123,3
78926,Guinea-Bissau,3/29/2021,3634,0,61,0
78927,Guyana,3/29/2021,10182,14,229,2
78928,Haiti,3/29/2021,12736,0,252,0
78929,High income,3/29/2021,,,,
78930,Honduras,3/29/2021,187975,515,4585,27
78931,Hong Kong,3/29/2021,,,,
78932,Hungary,3/29/2021,641124,7263,20161,189
78933,Iceland,3/29/2021,6183,20,29,0
78934,India,3/29/2021,12095855,56211,162114,271
78935,Indonesia,3/29/2021,1501093,5008,40581,132
78936,International,3/29/2021,721,0,15,0
78937,Iran,3/29/2021,1864984,9310,62478,81
78938,Iraq,3/29/2021,838265,5837,14249,37
78939,Ireland,3/29/2021,235078,537,4667,1
78940,Isle of Man,3/29/2021,,,,
78941,Israel,3/29/2021,832125,201,6197,12
78942,Italy,3/29/2021,3544957,12900,108350,417
78943,Jamaica,3/29/2021,38514,287,586,16
78944,Japan,3/29/2021,469636,1290,9079,29
78945,Jersey,3/29/2021,,,,
78946,Jordan,3/29/2021,597256,7940,6651,97
78947,Kazakhstan,3/29/2021,293761,1455,3224,2
78948,Kenya,3/29/2021,131116,902,2135,18
78949,Kosovo,3/29/2021,88429,4257,1852,41
78950,Kuwait,3/29/2021,229550,1251,1298,12
78951,Kyrgyzstan,3/29/2021,88163,71,1497,2
78952,Laos,3/29/2021,49,0,,
78953,Latvia,3/29/2021,101207,167,1883,5
78954,Lebanon,3/29/2021,462339,1277,6136,40
78955,Lesotho,3/29/2021,10686,0,315,0
78956,Liberia,3/29/2021,2042,0,85,0
78957,Libya,3/29/2021,157545,696,2653,35
78958,Liechtenstein,3/29/2021,2664,6,56,0
78959,Lithuania,3/29/2021,214365,424,3560,9
78960,Low income,3/29/2021,,,,
78961,Lower middle income,3/29/2021,,,,
78962,Luxembourg,3/29/2021,61073,608,741,3
78963,Macao,3/29/2021,,,,
78964,Madagascar,3/29/2021,23969,384,394,7
78965,Malawi,3/29/2021,33505,24,1114,0
78966,Malaysia,3/29/2021,342885,941,1260,5
78967,Maldives,3/29/2021,23671,147,66,0
78968,Mali,3/29/2021,9921,50,384,5
78969,Malta,3/29/2021,28938,63,388,1
78970,Marshall Islands,3/29/2021,4,0,,
78971,Mauritania,3/29/2021,17796,25,449,1
78972,Mauritius,3/29/2021,958,25,10,0
78973,Mexico,3/29/2021,2227843,1293,201832,209
78974,Micronesia (country),3/29/2021,1,0,,
78975,Moldova,3/29/2021,227453,932,4869,42
78976,Monaco,3/29/2021,2265,6,28,0
78977,Mongolia,3/29/2021,8070,481,6,0
78978,Montenegro,3/29/2021,90418,335,1256,11
78979,Montserrat,3/29/2021,,,,
78980,Morocco,3/29/2021,494756,97,8807,9
78981,Mozambique,3/29/2021,67197,0,764,0
78982,Myanmar,3/29/2021,142393,8,3206,0
78983,Namibia,3/29/2021,43923,291,513,4
78984,Nepal,3/29/2021,276980,141,3027,0
78985,Netherlands,3/29/2021,1278519,6939,16620,13
78986,New Caledonia,3/29/2021,,,,
78987,New Zealand,3/29/2021,2495,2,26,0
78988,Nicaragua,3/29/2021,6629,0,177,0
78989,Niger,3/29/2021,4987,0,185,0
78990,Nigeria,3/29/2021,162641,48,2049,1
78991,North America,3/29/2021,34977054,79343,803280,997
78992,North Macedonia,3/29/2021,127240,302,3716,41
78993,Northern Cyprus,3/29/2021,,,,
78994,Norway,3/29/2021,94139,989,660,4
78995,Oceania,3/29/2021,37236,187,986,4
78996,Oman,3/29/2021,156883,796,1662,1
78997,Pakistan,3/29/2021,663200,4084,14356,100
78998,Palestine,3/29/2021,238248,1786,2599,18
78999,Panama,3/29/2021,354085,246,6103,3
79000,Papua New Guinea,3/29/2021,5349,165,49,4
79001,Paraguay,3/29/2021,210425,1770,4113,50
79002,Peru,3/29/2021,1533121,3239,51635,166
79003,Philippines,3/29/2021,731894,10002,13186,16
79004,Poland,3/29/2021,2267964,16973,51932,48
79005,Portugal,3/29/2021,820716,309,16843,6
79006,Qatar,3/29/2021,178464,690,286,2
79007,Romania,3/29/2021,940443,3825,23234,120
79008,Russia,3/29/2021,4477916,8589,96413,290
79009,Rwanda,3/29/2021,21490,71,305,4
79010,Saint Helena,3/29/2021,,,,
79011,Saint Kitts and Nevis,3/29/2021,44,0,,
79012,Saint Lucia,3/29/2021,4202,11,58,0
79013,Saint Vincent and the Grenadines,3/29/2021,1739,1,10,0
79014,Samoa,3/29/2021,3,0,,
79015,San Marino,3/29/2021,4631,28,84,0
79016,Sao Tome and Principe,3/29/2021,2215,3,34,0
79017,Saudi Arabia,3/29/2021,388866,541,6656,6
79018,Senegal,3/29/2021,38566,46,1044,7
79019,Serbia,3/29/2021,585506,0,5190,0
79020,Seychelles,3/29/2021,4114,30,20,0
79021,Sierra Leone,3/29/2021,3970,0,79,0
79022,Singapore,3/29/2021,60321,21,30,0
79023,Slovakia,3/29/2021,358115,205,9542,46
79024,Slovenia,3/29/2021,212966,288,4024,6
79025,Solomon Islands,3/29/2021,18,0,,
79026,Somalia,3/29/2021,11164,187,510,14
79027,South Africa,3/29/2021,1545979,548,52710,47
79028,South America,3/29/2021,20886319,77088,543242,2538
79029,South Korea,3/29/2021,102582,441,1729,3
79030,South Sudan,3/29/2021,10119,21,108,0
79031,Spain,3/29/2021,3270825,15501,75199,189
79032,Sri Lanka,3/29/2021,92303,215,566,5
79033,Sudan,3/29/2021,31407,0,2028,0
79034,Suriname,3/29/2021,9104,7,177,0
79035,Sweden,3/29/2021,780018,0,13402,0
79036,Switzerland,3/29/2021,596790,4573,10305,5
79037,Syria,3/29/2021,18638,140,1247,8
79038,Taiwan,3/29/2021,1023,1,10,0
79039,Tajikistan,3/29/2021,13308,0,90,0
79040,Tanzania,3/29/2021,509,0,21,0
79041,Thailand,3/29/2021,28773,39,94,0
79042,Timor,3/29/2021,512,21,,
79043,Togo,3/29/2021,9992,37,107,0
79044,Trinidad and Tobago,3/29/2021,7986,9,142,0
79045,Tunisia,3/29/2021,251169,604,8760,25
79046,Turkey,3/29/2021,3240577,32404,31230,154
79047,Turks and Caicos Islands,3/29/2021,,,,
79048,Uganda,3/29/2021,40820,26,335,0
79049,Ukraine,3/29/2021,1703036,8468,33752,181
79050,United Arab Emirates,3/29/2021,457071,1874,1486,5
79051,United Kingdom,3/29/2021,4351796,4783,126857,23
79052,United States,3/29/2021,30333922,69429,550622,711
79053,Upper middle income,3/29/2021,,,,
79054,Uruguay,3/29/2021,99584,2178,928,13
79055,Uzbekistan,3/29/2021,82536,196,626,0
79056,Vanuatu,3/29/2021,3,0,,
79057,Vatican,3/29/2021,27,0,,
79058,Venezuela,3/29/2021,157943,1288,1577,12
79059,Vietnam,3/29/2021,2594,3,35,0
79060,Wallis and Futuna,3/29/2021,,,,
79061,World,3/29/2021,127646218,458405,2792337,7961
79062,Yemen,3/29/2021,4115,82,863,12
79063,Zambia,3/29/2021,88012,140,1200,0
79064,Zimbabwe,3/29/2021,36839,17,1520,0
79065,Afghanistan,3/30/2021,56384,62,2476,4
79066,Africa,3/30/2021,4204561,9762,112502,277
79067,Albania,3/30/2021,124723,304,2227,11
79068,Algeria,3/30/2021,117061,115,3089,5
79069,Andorra,3/30/2021,11944,56,115,0
79070,Angola,3/30/2021,22182,50,536,2
79071,Anguilla,3/30/2021,,,,
79072,Antigua and Barbuda,3/30/2021,1136,0,28,0
79073,Argentina,3/30/2021,2332765,10154,55736,125
79074,Armenia,3/30/2021,191491,750,3497,21
79075,Aruba,3/30/2021,,,,
79076,Asia,3/30/2021,28323783,161222,426628,1262
79077,Australia,3/30/2021,29304,8,909,0
79078,Austria,3/30/2021,542542,3001,9308,33
79079,Azerbaijan,3/30/2021,259476,2146,3538,25
79080,Bahamas,3/30/2021,9119,119,188,0
79081,Bahrain,3/30/2021,143574,905,517,2
79082,Bangladesh,3/30/2021,605937,5042,8994,45
79083,Barbados,3/30/2021,3642,8,42,1
79084,Belarus,3/30/2021,320594,995,2237,10
79085,Belgium,3/30/2021,876842,3906,22966,45
79086,Belize,3/30/2021,12415,0,317,0
79087,Benin,3/30/2021,7100,0,90,0
79088,Bermuda,3/30/2021,,,,
79089,Bhutan,3/30/2021,872,0,1,0
79090,Bolivia,3/30/2021,271419,1072,12239,28
79091,Bosnia and Herzegovina,3/30/2021,167654,1867,6519,92
79092,Botswana,3/30/2021,39848,0,568,0
79093,Brazil,3/30/2021,12658109,84494,317646,3780
79094,Brunei,3/30/2021,210,3,3,0
79095,Bulgaria,3/30/2021,338426,5176,13068,155
79096,Burkina Faso,3/30/2021,12717,15,146,1
79097,Burundi,3/30/2021,2757,0,6,0
79098,Cambodia,3/30/2021,2440,62,11,0
79099,Cameroon,3/30/2021,47669,0,721,0
79100,Canada,3/30/2021,980080,3753,22892,21
79101,Cape Verde,3/30/2021,17279,89,168,3
79102,Cayman Islands,3/30/2021,,,,
79103,Central African Republic,3/30/2021,5161,73,67,3
79104,Chad,3/30/2021,4523,13,164,0
79105,Chile,3/30/2021,989492,5008,23107,37
79106,China,3/30/2021,101710,18,4841,0
79107,Colombia,3/30/2021,2397731,7952,63255,176
79108,Comoros,3/30/2021,3696,0,146,0
79109,Congo,3/30/2021,9681,0,135,0
79110,Costa Rica,3/30/2021,216764,1586,2957,26
79111,Cote d'Ivoire,3/30/2021,43542,120,242,3
79112,Croatia,3/30/2021,269009,1487,5928,17
79113,Cuba,3/30/2021,74212,1008,421,4
79114,Curacao,3/30/2021,,,,
79115,Cyprus,3/30/2021,45430,439,256,2
79116,Czechia,3/30/2021,1523668,6896,26222,186
79117,Democratic Republic of Congo,3/30/2021,28076,64,743,4
79118,Denmark,3/30/2021,230594,1210,2418,2
79119,Djibouti,3/30/2021,7790,180,69,1
79120,Dominica,3/30/2021,161,0,,
79121,Dominican Republic,3/30/2021,252384,202,3317,10
79122,Ecuador,3/30/2021,327325,2201,16780,34
79123,Egypt,3/30/2021,201432,693,11956,42
79124,El Salvador,3/30/2021,64573,142,2006,3
79125,Equatorial Guinea,3/30/2021,6914,0,102,0
79126,Eritrea,3/30/2021,3279,28,9,0
79127,Estonia,3/30/2021,105416,1202,896,17
79128,Eswatini,3/30/2021,17333,7,667,0
79129,Ethiopia,3/30/2021,204521,1976,2841,16
79130,Europe,3/30/2021,39592373,204845,911194,3971
79131,European Union,3/30/2021,26569680,162338,614078,2907
79132,Faeroe Islands,3/30/2021,,,,
79133,Falkland Islands,3/30/2021,,,,
79134,Fiji,3/30/2021,67,0,2,0
79135,Finland,3/30/2021,76845,420,826,4
79136,France,3/30/2021,4646014,30719,95495,381
79137,French Polynesia,3/30/2021,,,,
79138,Gabon,3/30/2021,19140,0,114,0
79139,Gambia,3/30/2021,5447,27,165,1
79140,Georgia,3/30/2021,281145,673,3773,8
79141,Germany,3/30/2021,2818630,23681,76389,250
79142,Ghana,3/30/2021,90287,0,740,0
79143,Gibraltar,3/30/2021,,,,
79144,Greece,3/30/2021,260077,4322,8017,72
79145,Greenland,3/30/2021,,,,
79146,Grenada,3/30/2021,155,0,1,0
79147,Guatemala,3/30/2021,193834,278,6823,14
79148,Guernsey,3/30/2021,,,,
79149,Guinea,3/30/2021,19793,20,125,2
79150,Guinea-Bissau,3/30/2021,3647,13,61,0
79151,Guyana,3/30/2021,10192,10,231,2
79152,Haiti,3/30/2021,12758,22,251,-1
79153,High income,3/30/2021,,,,
79154,Honduras,3/30/2021,188514,539,4599,14
79155,Hong Kong,3/30/2021,,,,
79156,Hungary,3/30/2021,645733,4609,20435,274
79157,Iceland,3/30/2021,6194,11,29,0
79158,India,3/30/2021,12149335,53480,162468,354
79159,Indonesia,3/30/2021,1505775,4682,40754,173
79160,International,3/30/2021,721,0,15,0
79161,Iran,3/30/2021,1875234,10250,62569,91
79162,Iraq,3/30/2021,844260,5995,14286,37
79163,Ireland,3/30/2021,235444,366,4681,14
79164,Isle of Man,3/30/2021,,,,
79165,Israel,3/30/2021,832639,514,6193,-4
79166,Italy,3/30/2021,3561012,16055,108879,529
79167,Jamaica,3/30/2021,38848,334,587,1
79168,Japan,3/30/2021,471777,2141,9112,33
79169,Jersey,3/30/2021,,,,
79170,Jordan,3/30/2021,605007,7751,6747,96
79171,Kazakhstan,3/30/2021,295506,1745,3228,4
79172,Kenya,3/30/2021,132646,1530,2147,12
79173,Kosovo,3/30/2021,89181,752,1866,14
79174,Kuwait,3/30/2021,230821,1271,1308,10
79175,Kyrgyzstan,3/30/2021,88276,113,1498,1
79176,Laos,3/30/2021,49,0,,
79177,Latvia,3/30/2021,101733,526,1893,10
79178,Lebanon,3/30/2021,465007,2668,6184,48
79179,Lesotho,3/30/2021,10686,0,315,0
79180,Liberia,3/30/2021,2042,0,85,0
79181,Libya,3/30/2021,158251,706,2658,5
79182,Liechtenstein,3/30/2021,2664,0,56,0
79183,Lithuania,3/30/2021,215216,851,3566,6
79184,Low income,3/30/2021,,,,
79185,Lower middle income,3/30/2021,,,,
79186,Luxembourg,3/30/2021,61255,182,743,2
79187,Macao,3/30/2021,,,,
79188,Madagascar,3/30/2021,24264,295,403,9
79189,Malawi,3/30/2021,33525,20,1116,2
79190,Malaysia,3/30/2021,344018,1133,1265,5
79191,Maldives,3/30/2021,23838,167,66,0
79192,Mali,3/30/2021,9998,77,384,0
79193,Malta,3/30/2021,28993,55,390,2
79194,Marshall Islands,3/30/2021,4,0,,
79195,Mauritania,3/30/2021,17824,28,449,0
79196,Mauritius,3/30/2021,996,38,10,0
79197,Mexico,3/30/2021,2232910,5067,202633,801
79198,Micronesia (country),3/30/2021,1,0,,
79199,Moldova,3/30/2021,228370,917,4915,46
79200,Monaco,3/30/2021,2282,17,28,0
79201,Mongolia,3/30/2021,8447,377,6,0
79202,Montenegro,3/30/2021,90832,414,1266,10
79203,Montserrat,3/30/2021,,,,
79204,Morocco,3/30/2021,495421,665,8813,6
79205,Mozambique,3/30/2021,67292,95,769,5
79206,Myanmar,3/30/2021,142412,19,3206,0
79207,Namibia,3/30/2021,44051,128,520,7
79208,Nepal,3/30/2021,277147,167,3030,3
79209,Netherlands,3/30/2021,1284585,6066,16657,37
79210,New Caledonia,3/30/2021,,,,
79211,New Zealand,3/30/2021,2497,2,26,0
79212,Nicaragua,3/30/2021,6677,48,178,1
79213,Niger,3/30/2021,5001,14,186,1
79214,Nigeria,3/30/2021,162762,121,2056,7
79215,North America,3/30/2021,35051972,74918,805066,1786
79216,North Macedonia,3/30/2021,128511,1271,3749,33
79217,Northern Cyprus,3/30/2021,,,,
79218,Norway,3/30/2021,95208,1069,661,1
79219,Oceania,3/30/2021,37517,281,993,7
79220,Oman,3/30/2021,158056,1173,1669,7
79221,Pakistan,3/30/2021,667957,4757,14434,78
79222,Palestine,3/30/2021,240065,1817,2614,15
79223,Panama,3/30/2021,354604,519,6109,6
79224,Papua New Guinea,3/30/2021,5620,271,56,7
79225,Paraguay,3/30/2021,212691,2266,4161,48
79226,Peru,3/30/2021,1533121,0,51635,0
79227,Philippines,3/30/2021,741181,9287,13191,5
79228,Poland,3/30/2021,2288826,20862,52392,460
79229,Portugal,3/30/2021,821104,388,16845,2
79230,Qatar,3/30/2021,179184,720,289,3
79231,Romania,3/30/2021,946647,6204,23409,175
79232,Russia,3/30/2021,4486078,8162,96817,404
79233,Rwanda,3/30/2021,21645,155,306,1
79234,Saint Helena,3/30/2021,,,,
79235,Saint Kitts and Nevis,3/30/2021,44,0,,
79236,Saint Lucia,3/30/2021,4228,26,59,1
79237,Saint Vincent and the Grenadines,3/30/2021,1739,0,10,0
79238,Samoa,3/30/2021,3,0,,
79239,San Marino,3/30/2021,4678,47,84,0
79240,Sao Tome and Principe,3/30/2021,2221,6,34,0
79241,Saudi Arabia,3/30/2021,389422,556,6663,7
79242,Senegal,3/30/2021,38618,52,1049,5
79243,Serbia,3/30/2021,595489,9983,5270,80
79244,Seychelles,3/30/2021,4114,0,20,0
79245,Sierra Leone,3/30/2021,3970,0,79,0
79246,Singapore,3/30/2021,60347,26,30,0
79247,Slovakia,3/30/2021,359330,1215,9624,82
79248,Slovenia,3/30/2021,214045,1079,4040,16
79249,Solomon Islands,3/30/2021,18,0,,
79250,Somalia,3/30/2021,11292,128,521,11
79251,South Africa,3/30/2021,1546735,756,52788,78
79252,South America,3/30/2021,21003564,117245,547509,4267
79253,South Korea,3/30/2021,103088,506,1731,2
79254,South Sudan,3/30/2021,10119,0,108,0
79255,Spain,3/30/2021,3275819,4994,75305,106
79256,Sri Lanka,3/30/2021,92442,139,566,0
79257,Sudan,3/30/2021,31407,0,2041,13
79258,Suriname,3/30/2021,9109,5,177,0
79259,Sweden,3/30/2021,796445,16427,13430,28
79260,Switzerland,3/30/2021,598713,1923,10322,17
79261,Syria,3/30/2021,18775,137,1254,7
79262,Taiwan,3/30/2021,1024,1,10,0
79263,Tajikistan,3/30/2021,13308,0,90,0
79264,Tanzania,3/30/2021,509,0,21,0
79265,Thailand,3/30/2021,28821,48,94,0
79266,Timor,3/30/2021,563,51,,
79267,Togo,3/30/2021,10249,257,109,2
79268,Trinidad and Tobago,3/30/2021,8004,18,142,0
79269,Tunisia,3/30/2021,252171,1002,8788,28
79270,Turkey,3/30/2021,3277880,37303,31385,155
79271,Turks and Caicos Islands,3/30/2021,,,,
79272,Uganda,3/30/2021,40839,19,335,0
79273,Ukraine,3/30/2021,1713684,10648,34043,291
79274,United Arab Emirates,3/30/2021,459360,2289,1492,6
79275,United Kingdom,3/30/2021,4355867,4071,126912,55
79276,United States,3/30/2021,30395171,61249,551506,884
79277,Upper middle income,3/30/2021,,,,
79278,Uruguay,3/30/2021,102461,2877,953,25
79279,Uzbekistan,3/30/2021,82682,146,628,2
79280,Vanuatu,3/30/2021,3,0,,
79281,Vatican,3/30/2021,27,0,,
79282,Venezuela,3/30/2021,159149,1206,1589,12
79283,Vietnam,3/30/2021,2594,0,35,0
79284,Wallis and Futuna,3/30/2021,,,,
79285,World,3/30/2021,128214491,568273,2803907,11570
79286,Yemen,3/30/2021,4247,132,882,19
79287,Zambia,3/30/2021,88199,187,1202,2
79288,Zimbabwe,3/30/2021,36839,0,1520,0
79289,Afghanistan,3/31/2021,56454,70,2484,8
79290,Africa,3/31/2021,4217313,12752,112759,257
79291,Albania,3/31/2021,125157,434,2235,8
79292,Algeria,3/31/2021,117192,131,3093,4
79293,Andorra,3/31/2021,12010,66,115,0
79294,Angola,3/31/2021,22311,129,537,1
79295,Anguilla,3/31/2021,,,,
79296,Antigua and Barbuda,3/31/2021,1136,0,28,0
79297,Argentina,3/31/2021,2348821,16056,55858,122
79298,Armenia,3/31/2021,192639,1148,3515,18
79299,Aruba,3/31/2021,,,,
79300,Asia,3/31/2021,28507133,183350,428094,1466
79301,Australia,3/31/2021,29322,18,909,0
79302,Austria,3/31/2021,546229,3687,9339,31
79303,Azerbaijan,3/31/2021,261713,2237,3567,29
79304,Bahamas,3/31/2021,9119,0,188,0
79305,Bahrain,3/31/2021,144445,871,521,4
79306,Bangladesh,3/31/2021,611295,5358,9046,52
79307,Barbados,3/31/2021,3652,10,42,0
79308,Belarus,3/31/2021,321807,1213,2247,10
79309,Belgium,3/31/2021,882453,5611,23016,50
79310,Belize,3/31/2021,12456,41,317,0
79311,Benin,3/31/2021,7100,0,90,0
79312,Bermuda,3/31/2021,,,,
79313,Bhutan,3/31/2021,873,1,1,0
79314,Bolivia,3/31/2021,272411,992,12257,18
79315,Bosnia and Herzegovina,3/31/2021,169626,1972,6599,80
79316,Botswana,3/31/2021,39848,0,568,0
79317,Brazil,3/31/2021,12748747,90638,321515,3869
79318,Brunei,3/31/2021,212,2,3,0
79319,Bulgaria,3/31/2021,342633,4207,13197,129
79320,Burkina Faso,3/31/2021,12717,0,146,0
79321,Burundi,3/31/2021,2810,53,6,0
79322,Cambodia,3/31/2021,2440,0,11,0
79323,Cameroon,3/31/2021,47669,0,721,0
79324,Canada,3/31/2021,988808,8728,22960,68
79325,Cape Verde,3/31/2021,17470,191,168,0
79326,Cayman Islands,3/31/2021,,,,
79327,Central African Republic,3/31/2021,5161,0,67,0
79328,Chad,3/31/2021,4533,10,164,0
79329,Chile,3/31/2021,995538,6046,23135,28
79330,China,3/31/2021,101732,22,4841,0
79331,Colombia,3/31/2021,2406377,8646,63422,167
79332,Comoros,3/31/2021,3696,0,146,0
79333,Congo,3/31/2021,9681,0,135,0
79334,Costa Rica,3/31/2021,216764,0,2957,0
79335,Cote d'Ivoire,3/31/2021,43889,347,244,2
79336,Croatia,3/31/2021,271632,2623,5947,19
79337,Cuba,3/31/2021,75263,1051,424,3
79338,Curacao,3/31/2021,,,,
79339,Cyprus,3/31/2021,45864,434,256,0
79340,Czechia,3/31/2021,1532332,8664,26421,199
79341,Democratic Republic of Congo,3/31/2021,28142,66,743,0
79342,Denmark,3/31/2021,231295,701,2420,2
79343,Djibouti,3/31/2021,8002,212,70,1
79344,Dominica,3/31/2021,161,0,,
79345,Dominican Republic,3/31/2021,252727,343,3325,8
79346,Ecuador,3/31/2021,328755,1430,16847,67
79347,Egypt,3/31/2021,202131,699,11995,39
79348,El Salvador,3/31/2021,64726,153,2006,0
79349,Equatorial Guinea,3/31/2021,6914,0,102,0
79350,Eritrea,3/31/2021,3285,6,10,1
79351,Estonia,3/31/2021,106424,1008,902,6
79352,Eswatini,3/31/2021,17337,4,667,0
79353,Ethiopia,3/31/2021,206589,2068,2865,24
79354,Europe,3/31/2021,39848358,255985,915235,4041
79355,European Union,3/31/2021,26786132,216452,617013,2935
79356,Faeroe Islands,3/31/2021,,,,
79357,Falkland Islands,3/31/2021,,,,
79358,Fiji,3/31/2021,67,0,2,0
79359,Finland,3/31/2021,77452,607,844,18
79360,France,3/31/2021,4705068,59054,95798,303
79361,French Polynesia,3/31/2021,,,,
79362,Gabon,3/31/2021,19550,410,118,4
79363,Gambia,3/31/2021,5459,12,165,0
79364,Georgia,3/31/2021,281761,616,3778,5
79365,Germany,3/31/2021,2843644,25014,76589,200
79366,Ghana,3/31/2021,90583,296,743,3
79367,Gibraltar,3/31/2021,,,,
79368,Greece,3/31/2021,263689,3612,8093,76
79369,Greenland,3/31/2021,,,,
79370,Grenada,3/31/2021,155,0,1,0
79371,Guatemala,3/31/2021,193834,0,6840,17
79372,Guernsey,3/31/2021,,,,
79373,Guinea,3/31/2021,19908,115,125,0
79374,Guinea-Bissau,3/31/2021,3650,3,63,2
79375,Guyana,3/31/2021,10249,57,231,0
79376,Haiti,3/31/2021,12758,0,252,1
79377,High income,3/31/2021,,,,
79378,Honduras,3/31/2021,189043,529,4605,6
79379,Hong Kong,3/31/2021,,,,
79380,Hungary,3/31/2021,652433,6700,20737,302
79381,Iceland,3/31/2021,6205,11,29,0
79382,India,3/31/2021,12221665,72330,162927,459
79383,Indonesia,3/31/2021,1511712,5937,40858,104
79384,International,3/31/2021,721,0,15,0
79385,Iran,3/31/2021,1885564,10330,62665,96
79386,Iraq,3/31/2021,850924,6664,14323,37
79387,Ireland,3/31/2021,235854,410,4687,6
79388,Isle of Man,3/31/2021,,,,
79389,Israel,3/31/2021,833105,466,6209,16
79390,Italy,3/31/2021,3584899,23887,109346,467
79391,Jamaica,3/31/2021,39237,389,596,9
79392,Japan,3/31/2021,474641,2864,9155,43
79393,Jersey,3/31/2021,,,,
79394,Jordan,3/31/2021,611577,6570,6858,111
79395,Kazakhstan,3/31/2021,297472,1966,3232,4
79396,Kenya,3/31/2021,134058,1412,2153,6
79397,Kosovo,3/31/2021,89181,0,1866,0
79398,Kuwait,3/31/2021,232103,1282,1313,5
79399,Kyrgyzstan,3/31/2021,88538,262,1500,2
79400,Laos,3/31/2021,49,0,,
79401,Latvia,3/31/2021,102363,630,1899,6
79402,Lebanon,3/31/2021,468400,3393,6234,50
79403,Lesotho,3/31/2021,10706,20,315,0
79404,Liberia,3/31/2021,2042,0,85,0
79405,Libya,3/31/2021,158957,706,2667,9
79406,Liechtenstein,3/31/2021,2670,6,56,0
79407,Lithuania,3/31/2021,216119,903,3574,8
79408,Low income,3/31/2021,,,,
79409,Lower middle income,3/31/2021,,,,
79410,Luxembourg,3/31/2021,61642,387,746,3
79411,Macao,3/31/2021,,,,
79412,Madagascar,3/31/2021,24426,162,418,15
79413,Malawi,3/31/2021,33551,26,1117,1
79414,Malaysia,3/31/2021,345500,1482,1272,7
79415,Maldives,3/31/2021,24079,241,67,1
79416,Mali,3/31/2021,10042,44,385,1
79417,Malta,3/31/2021,29033,40,392,2
79418,Marshall Islands,3/31/2021,4,0,,
79419,Mauritania,3/31/2021,17847,23,449,0
79420,Mauritius,3/31/2021,1028,32,12,2
79421,Mexico,3/31/2021,2238887,5977,203210,577
79422,Micronesia (country),3/31/2021,1,0,,
79423,Moldova,3/31/2021,230241,1871,4960,45
79424,Monaco,3/31/2021,2288,6,28,0
79425,Mongolia,3/31/2021,8841,394,8,2
79426,Montenegro,3/31/2021,91218,386,1274,8
79427,Montserrat,3/31/2021,,,,
79428,Morocco,3/31/2021,496097,676,8818,5
79429,Mozambique,3/31/2021,67579,287,775,6
79430,Myanmar,3/31/2021,142434,22,3206,0
79431,Namibia,3/31/2021,44139,88,523,3
79432,Nepal,3/31/2021,277309,162,3030,0
79433,Netherlands,3/31/2021,1292806,8221,16689,32
79434,New Caledonia,3/31/2021,,,,
79435,New Zealand,3/31/2021,2501,4,26,0
79436,Nicaragua,3/31/2021,6677,0,178,0
79437,Niger,3/31/2021,5001,0,186,0
79438,Nigeria,3/31/2021,162891,129,2057,1
